timestamp,dl_speed_10MB [MB/s]
1466910782,2.8614359669803036
1466921582,2.9775452990317146
1466932383,2.577910372171895
1466943182,1.28875815151889
1466953982,1.1728780562283518
1466964782,1.1921314228211248
1466975582,1.277695445741892
1466986383,2.9272416132301173
1466997182,2.563852507622385
1467007983,3.050095015863126
1467018782,3.1626863240696617
1467029583,1.277781546936439
1467041883,1.2764454841922894
1467052682,1.2846797817023523
1467063482,1.2768857206179265
1467074282,2.2346090601981574
1467085082,2.5902719057263712
1467095882,3.1765110925209568
1467106683,3.022949035576897
1467117482,1.2793878319757828
1467128282,1.2784099853834747
1467225482,1.0688740790930897
1467236282,1.053904250064658
1467247083,0.9438670047809002
1467257882,2.2289665035699406
1467268682,2.279059461100731
1467279482,2.1063043135030335
1467290282,1.1148294206028935
1467301082,1.0989083370155273
1467311882,1.1152715530615536
1467322682,1.049050328105853
1467333482,1.5723285435145062
1467344282,2.199538078040919
1467355082,2.241886032464155
1467365882,1.9143361518680586
1467376682,1.1094042465466676
1467387483,1.1168845472194893
1467398282,0.641333563976498
1467409083,1.0924103869081943
1467419882,1.4160394855294394
1467430682,2.2775136587972526
1467441482,2.266975804841042
1467452282,2.203551706081588
1467463082,1.7582253221680844
1467473882,1.7461923878940602
1467484682,1.7095989181966074
1467495482,1.3535737646977082
1467506282,1.636232184102024
1467517083,1.772509374834262
1467527882,1.614277957977856
1467538682,1.5582950515532017
1467549482,1.6409421783904283
1467560282,1.7091580761278973
1467571082,1.7003002956986535
1467581882,1.6197612929129843
1467592682,1.6398795428828894
1467603482,1.7297231670263604
1467614282,1.5424805459823556
1467625082,1.6586888749826787
1467635882,1.6162057699296308
